0.878174,0.086770,-1.129925
1.002618,0.099070,-2.265063
1.116133,0.110293,-3.143414
1.192627,0.117858,-3.642661
1.253801,0.123903,-4.014702
1.289480,0.127432,-4.210185
1.304606,0.128934,-4.275256
1.313846,0.129852,-4.309233
0.859250,0.084920,-1.001489
0.986441,0.097490,-2.142225
1.098151,0.108543,-3.001257
1.175266,0.116172,-3.495191
1.234098,0.121986,-3.856270
1.267768,0.125316,-4.042340
1.284661,0.126990,-4.119186
1.296852,0.128196,-4.175037
0.838753,0.082879,-0.783681
0.967124,0.095577,-2.001596
1.086076,0.107353,-2.944240
1.165932,0.115267,-3.471505
1.226509,0.121268,-3.837965
1.260639,0.124651,-4.016373
1.279162,0.126487,-4.100351
1.291412,0.127700,-4.150377
0.873411,0.086301,-1.112756
0.987112,0.097547,-2.162200
1.092109,0.107945,-2.993055
1.168433,0.115508,-3.489328
1.229051,0.121510,-3.851677
1.265261,0.125099,-4.042752
1.286849,0.127240,-4.141281
1.299958,0.128539,-4.195612
0.879130,0.086866,-1.215335
1.006447,0.099451,-2.324189
1.114636,0.110163,-3.150031
1.188962,0.117526,-3.625613
1.242631,0.122834,-3.937264
1.270997,0.125643,-4.080902
1.287087,0.127237,-4.150992
1.298709,0.128388,-4.200006
0.863156,0.085287,-1.036538
0.987874,0.097618,-2.167966
1.097489,0.108458,-3.018660
1.173317,0.115959,-3.509804
1.229881,0.121554,-3.847397
1.262314,0.124764,-4.022704
1.280676,0.126584,-4.111477
1.293998,0.127903,-4.172085
0.851887,0.084178,-0.966459
0.976148,0.096464,-2.087983
1.084831,0.107221,-2.920408
1.163588,0.115020,-3.441691
1.220213,0.120625,-3.783412
1.253937,0.123967,-3.962787
1.275263,0.126082,-4.064444
1.289596,0.127503,-4.129069
0.874566,0.086418,-1.131387
0.996981,0.098519,-2.227559
1.102093,0.108928,-3.029749
1.174780,0.116130,-3.499198
1.229539,0.121553,-3.830862
1.262051,0.124779,-4.009151
1.284174,0.126974,-4.122641
1.299644,0.128509,-4.195245
