1.376550,19.886895,-5.257672
1.500831,21.617300,-5.988546
1.548210,22.189619,-6.225435
1.571288,22.480787,-6.327586
1.584535,22.655719,-6.381483
1.592936,22.758288,-6.414146
1.598883,22.827627,-6.436361
1.603227,22.877331,-6.451759
1.389243,20.076573,-5.335363
1.506005,21.726208,-6.013501
1.551114,22.320491,-6.239281
1.573751,22.637560,-6.339904
1.587009,22.816989,-6.393739
1.595803,22.918607,-6.427813
1.601950,22.985542,-6.450654
1.606411,23.038823,-6.466214
1.390633,20.118353,-5.341060
1.506788,21.762320,-6.018524
1.551912,22.344689,-6.244799
1.575049,22.672600,-6.347168
1.589390,22.893443,-6.405811
1.598805,23.034772,-6.442796
1.605533,23.136931,-6.468483
1.610528,23.217144,-6.486793
1.395990,20.155313,-5.383006
1.509355,21.758295,-6.035049
1.552989,22.314451,-6.251906
1.575135,22.628894,-6.349770
1.588793,22.832703,-6.405648
1.597893,22.944490,-6.440901
1.604298,23.006517,-6.464373
1.608786,23.043840,-6.479754
1.410798,20.384188,-5.457362
1.516262,21.867888,-6.061333
1.557468,22.376960,-6.265659
1.577968,22.639135,-6.355519
1.590114,22.802362,-6.404609
1.597898,22.898457,-6.434325
1.603498,22.964973,-6.454892
1.607548,23.011888,-6.468715
1.414115,20.422996,-5.494097
1.517646,21.876799,-6.075274
1.558150,22.373052,-6.274188
1.577897,22.616798,-6.358923
1.589252,22.753010,-6.403346
1.596924,22.830278,-6.431606
1.602354,22.882112,-6.450706
1.606392,22.920454,-6.464081
1.419731,20.499185,-5.507736
1.521569,21.911308,-6.085675
1.560546,22.377978,-6.277431
1.579602,22.613606,-6.359471
1.591055,22.763731,-6.404645
1.598587,22.855920,-6.432795
1.604013,22.920566,-6.452341
1.607860,22.967426,-6.465199
1.421996,20.522930,-5.530856
1.522389,21.939189,-6.096143
1.561011,22.401425,-6.284375
1.579825,22.624615,-6.364434
1.590752,22.749186,-6.406730
1.598100,22.815867,-6.433272
1.603405,22.859187,-6.451588
1.607255,22.891805,-6.464030
