1.593862,0.157874,-5.614803
2.045745,0.202467,-7.928861
2.414474,0.238871,-9.335591
2.750520,0.272056,-10.404832
3.076901,0.304286,-11.355263
3.383016,0.334512,-12.175362
3.657674,0.361635,-12.824449
3.906499,0.386208,-13.358123
1.655438,0.163933,-5.897554
2.118490,0.209643,-8.129387
2.498112,0.247120,-9.512696
2.840265,0.280896,-10.575889
3.165786,0.313025,-11.497079
3.468174,0.342869,-12.273743
3.741365,0.369833,-12.902742
3.988751,0.394250,-13.426136
1.561344,0.154670,-5.464138
1.991614,0.197137,-7.663576
2.336281,0.231165,-8.984581
2.649578,0.262090,-9.987729
2.963156,0.293031,-10.924317
3.264142,0.322722,-11.753389
3.535057,0.349441,-12.408221
3.785639,0.374149,-12.955846
1.592495,0.157732,-5.603566
2.017851,0.199730,-7.748076
2.359480,0.233471,-9.056173
2.663020,0.263444,-10.045539
2.961804,0.292936,-10.959258
3.246701,0.321051,-11.764138
3.500607,0.346105,-12.396536
3.730278,0.368764,-12.915599
1.586973,0.157145,-5.629787
2.035707,0.201426,-7.910526
2.403331,0.237708,-9.303708
2.741796,0.271110,-10.382069
3.080048,0.304482,-11.383473
3.404125,0.336450,-12.263524
3.697895,0.365427,-12.963402
3.966689,0.391936,-13.540863
1.548020,0.153236,-5.471746
1.968029,0.194701,-7.667993
2.311759,0.228660,-9.025197
2.626037,0.259724,-10.060290
2.938500,0.290604,-11.018983
3.235324,0.319939,-11.861502
3.503086,0.346409,-12.535472
3.744918,0.370318,-13.088677
1.554263,0.153888,-5.487357
2.011858,0.199056,-7.813569
2.392423,0.236643,-9.263010
2.745291,0.271504,-10.370871
3.101584,0.306700,-11.394062
3.449723,0.341092,-12.301363
3.767728,0.372512,-13.022026
4.062029,0.401595,-13.616025
1.519308,0.150461,-5.282173
1.953648,0.193355,-7.576205
2.305585,0.228137,-8.977521
2.628470,0.260054,-10.055980
2.954833,0.292306,-11.067303
3.268969,0.323346,-11.962451
3.554874,0.351600,-12.678266
3.817896,0.377593,-13.274312
