1.738024,23.529275,-6.824801
2.023120,26.940462,-8.145300
2.247427,29.584832,-9.053099
2.432224,31.716302,-9.732787
2.586216,33.482490,-10.261397
2.716195,34.965093,-10.678839
2.828810,36.243171,-11.022280
2.927239,37.362809,-11.310936
1.770582,24.174340,-6.937967
2.071001,27.958401,-8.321068
2.310657,30.966989,-9.272669
2.509426,33.448487,-9.986089
2.674303,35.528373,-10.536356
2.812814,37.283224,-10.972568
2.932013,38.790712,-11.330319
3.035934,40.111034,-11.630117
1.751275,23.792342,-6.870171
2.044522,27.410040,-8.201764
2.280778,30.315027,-9.138500
2.478379,32.735663,-9.849590
2.645291,34.798356,-10.410505
2.785060,36.528348,-10.858077
2.905341,38.029454,-11.220540
3.010392,39.351187,-11.523311
1.769548,24.357271,-7.010769
2.075061,28.291982,-8.406083
2.321764,31.380173,-9.390541
2.525305,33.876680,-10.120153
2.695969,35.944169,-10.686663
2.840897,37.681872,-11.135972
2.967536,39.188911,-11.506979
3.080261,40.525091,-11.819712
1.754371,23.648785,-6.892673
2.034588,27.055297,-8.172839
2.258972,29.749002,-9.068533
2.444059,31.938936,-9.735812
2.598180,33.749564,-10.258703
2.728329,35.270996,-10.674720
2.839328,36.562019,-11.012183
2.935587,37.686441,-11.294400
1.754575,23.618666,-6.835071
2.024698,26.891974,-8.079534
2.234028,29.408992,-8.922869
2.401631,31.397371,-9.541052
2.540628,33.030480,-10.022477
2.655062,34.365045,-10.402150
2.752339,35.491539,-10.710533
2.835462,36.457539,-10.965835
1.750513,23.790959,-6.896134
2.036035,27.333048,-8.216670
2.262747,30.107475,-9.124626
2.447577,32.329627,-9.794691
2.601895,34.189185,-10.312199
2.732171,35.759184,-10.725382
2.844344,37.123631,-11.063325
2.942045,38.316083,-11.345275
1.755670,23.713266,-6.936408
2.057787,27.386802,-8.326956
2.302328,30.361258,-9.298038
2.503688,32.827942,-10.023796
2.669575,34.892191,-10.585027
2.810221,36.672941,-11.034653
2.932401,38.241142,-11.406439
3.041512,39.664220,-11.723745
