6.262990,0.619965,-15.351816
6.410933,0.634475,-15.704277
6.532329,0.646396,-15.962410
6.637821,0.656760,-16.175614
6.731606,0.665974,-16.360554
6.813807,0.674048,-16.519166
6.885776,0.681115,-16.653940
6.950108,0.687431,-16.770752
6.113635,0.605140,-15.144545
6.276875,0.621147,-15.533545
6.406406,0.633864,-15.809345
6.516887,0.644716,-16.032603
6.614452,0.654299,-16.224246
6.699720,0.662672,-16.387650
6.774268,0.669990,-16.525827
6.840483,0.676488,-16.645178
5.964734,0.590421,-14.906586
6.174004,0.610976,-15.371167
6.328614,0.626168,-15.687638
6.457860,0.638872,-15.939161
6.571070,0.650003,-16.152730
6.669827,0.659712,-16.333343
6.756323,0.668215,-16.484997
6.833499,0.675803,-16.615323
5.727695,0.566976,-14.542162
5.971269,0.590909,-15.076017
6.143531,0.607835,-15.428319
6.285173,0.621757,-15.706493
6.407429,0.633773,-15.942419
6.512708,0.644119,-16.140544
6.603220,0.653013,-16.304576
6.681908,0.660742,-16.443346
5.395660,0.534106,-14.047827
5.728345,0.566837,-14.758556
5.943764,0.588018,-15.196402
6.111923,0.604551,-15.527213
6.252796,0.618402,-15.799625
6.371799,0.630102,-16.024720
6.473121,0.640062,-16.209513
6.560964,0.648698,-16.364686
4.239783,0.419453,-12.329495
4.881387,0.482748,-13.707035
5.278351,0.521895,-14.451148
5.559702,0.549632,-14.949934
5.778978,0.571246,-15.329547
5.957597,0.588850,-15.630096
6.106726,0.603548,-15.871116
6.234964,0.616187,-16.071110
2.235747,0.221071,-7.953478
2.873705,0.284029,-10.242022
3.385290,0.334522,-11.645324
3.814080,0.376850,-12.650047
4.180991,0.413073,-13.424629
4.494337,0.444009,-14.028329
4.762383,0.470474,-14.501451
4.996091,0.493550,-14.883425
1.725634,0.170658,-6.120207
2.231062,0.220540,-8.470536
2.658315,0.262715,-9.958539
3.043124,0.300708,-11.086738
3.395938,0.335546,-12.014362
3.714332,0.366988,-12.765572
3.996941,0.394898,-13.362377
4.250769,0.419969,-13.849955
1.457089,0.144097,-4.874245
1.878324,0.185699,-7.190477
2.236302,0.221091,-8.657912
2.576614,0.254760,-9.814883
2.911638,0.287919,-10.835610
3.229316,0.319369,-11.699999
3.519677,0.348123,-12.394878
3.786484,0.374549,-12.969952
1.357402,0.134302,-4.252804
1.738770,0.171988,-6.509777
2.048165,0.202605,-7.878662
2.347382,0.232238,-8.958567
2.658342,0.263035,-9.984809
2.961915,0.293102,-10.891103
3.240615,0.320711,-11.613252
3.498744,0.346285,-12.211030
1.303783,0.128991,-3.980717
1.702337,0.168419,-6.381152
2.042591,0.202163,-7.863125
2.380156,0.235674,-9.024461
2.742128,0.271596,-10.152376
3.105397,0.307639,-11.171537
3.445946,0.341431,-11.983463
3.766953,0.373284,-12.654575
